Group,IdLabel,Day,Cage,Duration_entropy,Duration_entropy_light,Duration_entropy_dark
All,16829E,4,Cage 2-3,0.582,0,0
All,16829E,4,Cage 2-4,0.416,0,0
All,16829E,4,Cage 2-5,0.888,0,0
All,16829E,4,Cage 2-6,0.56,0,0
All,16829E,4,Tube 1:2,0.975,0,0
All,16829E,4,Tube 2:3,0.96,0,0
All,16829E,5,Cage 2-1,0.805,0,0
All,16829E,5,Cage 2-2,0.808,0,0
All,16829E,5,Cage 2-3,0.516,0,0
All,16829E,5,Cage 2-4,0.421,0,0
All,16829E,5,Cage 2-5,0.851,0,0
All,16829E,5,Cage 2-6,0.809,0,0
All,16829E,5,Tube 1:2,0.948,0,0
All,16829E,5,Tube 2:3,0.951,0,0
All,16829E,6,Cage 2-1,0.789,0,0
All,16829E,6,Cage 2-2,0.8,0,0
All,16829E,6,Cage 2-3,0.584,0,0
All,16829E,6,Cage 2-4,0.447,0,0
All,16829E,6,Cage 2-5,0.786,0,0
All,16829E,6,Cage 2-6,0.817,0,0
All,16829E,6,Tube 1:2,0.967,0,0
All,16829E,6,Tube 2:3,0.953,0,0
All,16829E,7,Cage 2-1,0.803,0,0
All,16829E,7,Cage 2-2,0.821,0,0
All,16829E,7,Cage 2-3,0.566,0,0
All,16829E,7,Cage 2-4,0.391,0,0
All,16829E,7,Cage 2-5,0.846,0,0
All,16829E,7,Cage 2-6,0.79,0,0
All,16829E,7,Tube 1:2,0.933,0,0
All,16829E,7,Tube 2:3,0.897,0,0
All,16829E,8,Cage 1-1,0.89,0,0.89
All,16829E,8,Cage 1-2,0.755,0,0.755
All,16829E,8,Cage 1-3,0.746,0,0.746
All,16829E,8,Cage 1-4,0.82,0,0.82
All,16829E,8,Cage 1-5,0.909,0,0.909
All,16829E,8,Cage 1-6,0.743,0,0.743
All,16829E,8,Cage 2-1,0.789,0,0
All,16829E,8,Cage 2-2,0.676,0,0
All,16829E,8,Cage 2-3,0.441,0,0
All,16829E,8,Cage 2-4,0.422,0,0
All,16829E,8,Cage 2-5,0.778,0,0
All,16829E,8,Cage 2-6,0.728,0,0
All,16829E,8,Cage 3-1,0.803,0,0
All,16829E,8,Cage 3-2,0.718,0,0
All,16829E,8,Cage 3-3,0.433,0,0
All,16829E,8,Cage 3-4,0.733,0,0
All,16829E,8,Cage 3-5,0.88,0,0
All,16829E,8,Cage 3-6,0.835,0,0
All,16829E,8,Tube 1:2,0.899,0,0
All,16829E,8,Tube 2:3,0.908,0,0
All,16829E,9,Cage 1-1,0.882,0,0
All,16829E,9,Cage 1-2,0.856,0,0
All,16829E,9,Cage 1-3,0.413,0,0
All,16829E,9,Cage 1-4,0.223,0,0
All,16829E,9,Cage 1-5,0.822,0,0
All,16829E,9,Cage 1-6,0.658,0,0
All,16829E,9,Cage 2-1,0.687,0,0
All,16829E,9,Cage 2-2,0.641,0,0
All,16829E,9,Cage 2-3,0.615,0,0
All,16829E,9,Cage 2-4,0.256,0,0
All,16829E,9,Cage 2-5,0.928,0,0
All,16829E,9,Cage 2-6,0.838,0,0
All,16829E,9,Cage 3-1,0.786,0,0.786
All,16829E,9,Cage 3-2,0.716,0,0.716
All,16829E,9,Cage 3-3,0.531,0,0.531
All,16829E,9,Cage 3-4,0.328,0,0.328
All,16829E,9,Cage 3-5,0.886,0,0.886
All,16829E,9,Cage 3-6,0.774,0,0.774
All,16829E,9,Tube 1:2,0.861,0,0
All,16829E,9,Tube 2:3,0.886,0,0
All,16829E,10,Cage 1-1,0.808,0,0.808
All,16829E,10,Cage 1-2,0.631,0,0.631
All,16829E,10,Cage 1-3,0.681,0,0.681
All,16829E,10,Cage 1-4,0.41,0,0.41
All,16829E,10,Cage 1-5,0.846,0,0.846
All,16829E,10,Cage 1-6,0.807,0,0.807
All,16829E,10,Cage 2-1,0.757,0,0
All,16829E,10,Cage 2-2,0.702,0,0
All,16829E,10,Cage 2-3,0.574,0,0
All,16829E,10,Cage 2-4,0.605,0,0
All,16829E,10,Cage 2-5,0.898,0,0
All,16829E,10,Cage 2-6,0.772,0,0
All,16829E,10,Cage 3-1,0.815,0,0.815
All,16829E,10,Cage 3-2,0.612,0,0.612
All,16829E,10,Cage 3-3,0.664,0,0.664
All,16829E,10,Cage 3-4,0.844,0,0.844
All,16829E,10,Cage 3-5,0.7,0,0.7
All,16829E,10,Cage 3-6,0.817,0,0.817
All,16829E,10,Tube 1:2,0.884,0,0
All,16829E,10,Tube 2:3,0.889,0,0
All,18291F,1,Cage 2-1,0.897,0.897,0
All,18291F,1,Cage 2-2,0.888,0.888,0
All,18291F,1,Cage 2-3,0.953,0.953,0
All,18291F,1,Cage 2-4,0.915,0.915,0
All,18291F,1,Cage 2-5,0.912,0.912,0
All,18291F,1,Cage 2-6,0.918,0.918,0
All,18291F,1,Tube 1:2,0.954,0.954,0
All,18291F,1,Tube 2:3,0.963,0.963,0
All,18291F,2,Cage 1-1,0.427,0,0.427
All,18291F,2,Cage 1-2,0.954,0,0.954
All,18291F,2,Cage 1-3,0.621,0,0.621
All,18291F,2,Cage 1-4,0.57,0,0.57
All,18291F,2,Cage 1-5,0.908,0,0.908
All,18291F,2,Cage 1-6,0.514,0,0.514
All,18291F,2,Cage 2-1,0.671,0,0.671
All,18291F,2,Cage 2-2,0.737,0,0.737
All,18291F,2,Cage 2-3,0.639,0,0.639
All,18291F,2,Cage 2-4,0.858,0,0
All,18291F,2,Cage 2-5,0.929,0,0.929
All,18291F,2,Cage 2-6,0.881,0,0.881
All,18291F,2,Cage 3-1,0.841,0,0
All,18291F,2,Cage 3-2,0.733,0,0
All,18291F,2,Cage 3-3,0.626,0,0
All,18291F,2,Cage 3-4,0.538,0,0
All,18291F,2,Cage 3-5,0.889,0,0
All,18291F,2,Cage 3-6,0.397,0,0
All,18291F,2,Tube 1:2,0.951,0,0.951
All,18291F,2,Tube 2:3,0.946,0,0
All,18291F,3,Cage 1-1,0.457,0,0
All,18291F,3,Cage 1-2,0.745,0,0
All,18291F,3,Cage 1-3,0.597,0,0
All,18291F,3,Cage 1-4,0.393,0,0
All,18291F,3,Cage 1-5,0.921,0,0
All,18291F,3,Cage 1-6,0.411,0,0
All,18291F,3,Cage 2-1,0.87,0,0.87
All,18291F,3,Cage 2-2,0.731,0,0
All,18291F,3,Cage 2-3,0.716,0,0.716
All,18291F,3,Cage 2-4,0.836,0,0
All,18291F,3,Cage 2-5,0.9,0,0.9
All,18291F,3,Cage 2-6,0.685,0,0.685
All,18291F,3,Cage 3-1,0.475,0,0
All,18291F,3,Cage 3-2,0.722,0,0
All,18291F,3,Cage 3-3,0.511,0,0
All,18291F,3,Cage 3-4,0.743,0,0
All,18291F,3,Cage 3-5,0.845,0,0
All,18291F,3,Cage 3-6,0.557,0,0
All,18291F,3,Tube 1:2,0.926,0,0
All,18291F,3,Tube 2:3,0.913,0,0
All,18291F,4,Cage 1-1,0.366,0,0
All,18291F,4,Cage 1-2,0.722,0,0
All,18291F,4,Cage 1-3,0.343,0,0
All,18291F,4,Cage 1-4,0.502,0,0
All,18291F,4,Cage 1-5,0.92,0,0
All,18291F,4,Cage 1-6,0.695,0,0
All,18291F,4,Cage 2-1,0.311,0,0
All,18291F,4,Cage 2-2,0.661,0,0
All,18291F,4,Cage 2-3,0.678,0,0
All,18291F,4,Cage 2-4,0.792,0,0
All,18291F,4,Cage 2-5,0.882,0,0
All,18291F,4,Cage 2-6,0.372,0,0
All,18291F,4,Cage 3-1,0.661,0,0
All,18291F,4,Cage 3-2,0.749,0,0
All,18291F,4,Cage 3-3,0.536,0,0
All,18291F,4,Cage 3-4,0.462,0,0
All,18291F,4,Cage 3-5,0.939,0,0
All,18291F,4,Cage 3-6,0.821,0,0
All,18291F,4,Tube 1:2,0.9,0,0
All,18291F,4,Tube 2:3,0.925,0,0
All,18291F,5,Cage 1-1,0.78,0,0
All,18291F,5,Cage 1-2,0.706,0,0
All,18291F,5,Cage 1-3,0.532,0,0
All,18291F,5,Cage 1-4,0.499,0,0
All,18291F,5,Cage 1-5,0.877,0,0
All,18291F,5,Cage 1-6,0.816,0,0
All,18291F,5,Cage 2-1,0.733,0,0
All,18291F,5,Cage 2-2,0.841,0,0
All,18291F,5,Cage 2-3,0.652,0,0
All,18291F,5,Cage 2-4,0.857,0,0
All,18291F,5,Cage 2-5,0.866,0,0
All,18291F,5,Cage 2-6,0.772,0,0
All,18291F,5,Cage 3-1,0.621,0,0
All,18291F,5,Cage 3-2,0.712,0,0
All,18291F,5,Cage 3-3,0.474,0,0
All,18291F,5,Cage 3-4,0.382,0,0
All,18291F,5,Cage 3-5,0.793,0,0
All,18291F,5,Cage 3-6,0.832,0,0
All,18291F,5,Tube 1:2,0.93,0,0
All,18291F,5,Tube 2:3,0.908,0,0
All,18291F,6,Cage 1-1,0.745,0,0
All,18291F,6,Cage 1-2,0.691,0,0
All,18291F,6,Cage 1-3,0.478,0,0
All,18291F,6,Cage 1-4,0.527,0,0
All,18291F,6,Cage 1-5,0.846,0,0
All,18291F,6,Cage 1-6,0.703,0,0
All,18291F,6,Cage 2-1,0.761,0,0
All,18291F,6,Cage 2-2,0.665,0,0
All,18291F,6,Cage 2-3,0.618,0,0
All,18291F,6,Cage 2-4,0.433,0,0
All,18291F,6,Cage 2-5,0.87,0,0
All,18291F,6,Cage 2-6,0.653,0,0
All,18291F,6,Cage 3-1,0.637,0,0.637
All,18291F,6,Cage 3-2,0.862,0,0.862
All,18291F,6,Cage 3-3,0.314,0,0.314
All,18291F,6,Cage 3-4,0.866,0,0.866
All,18291F,6,Cage 3-5,0.554,0,0.554
All,18291F,6,Cage 3-6,0.851,0,0.851
All,18291F,6,Tube 1:2,0.918,0,0
All,18291F,6,Tube 2:3,0.905,0,0
All,18291F,7,Cage 1-1,0.683,0,0
All,18291F,7,Cage 1-2,0.712,0,0
All,18291F,7,Cage 1-3,0.552,0,0
All,18291F,7,Cage 1-4,0.408,0,0
All,18291F,7,Cage 1-5,0.793,0,0
All,18291F,7,Cage 1-6,0.573,0,0
All,18291F,7,Cage 2-1,0.744,0,0
All,18291F,7,Cage 2-2,0.68,0,0
All,18291F,7,Cage 2-3,0.518,0,0
All,18291F,7,Cage 2-4,0.625,0,0
All,18291F,7,Cage 2-5,0.765,0,0
All,18291F,7,Cage 2-6,0.853,0,0
All,18291F,7,Cage 3-1,0.67,0,0.67
All,18291F,7,Cage 3-2,0.773,0,0
All,18291F,7,Cage 3-3,0.703,0,0
All,18291F,7,Cage 3-4,0.749,0,0
All,18291F,7,Cage 3-5,0.758,0,0
All,18291F,7,Cage 3-6,0.878,0,0
All,18291F,7,Tube 1:2,0.899,0,0
All,18291F,7,Tube 2:3,0.828,0,0
All,18291F,8,Cage 1-1,0.807,0,0
All,18291F,8,Cage 1-2,0.73,0,0
All,18291F,8,Cage 1-3,0.547,0,0
All,18291F,8,Cage 1-4,0.471,0,0
All,18291F,8,Cage 1-5,0.869,0,0
All,18291F,8,Cage 1-6,0.67,0,0
All,18291F,8,Cage 2-1,0.691,0,0
All,18291F,8,Cage 2-2,0.673,0,0
All,18291F,8,Cage 2-3,0.804,0,0
All,18291F,8,Cage 2-4,0.828,0,0
All,18291F,8,Cage 2-5,0.702,0,0
All,18291F,8,Cage 2-6,0.786,0,0
All,18291F,8,Cage 3-1,0.84,0,0
All,18291F,8,Cage 3-2,0.697,0,0
All,18291F,8,Cage 3-3,0.861,0,0
All,18291F,8,Cage 3-4,0.77,0,0
All,18291F,8,Cage 3-5,0.844,0,0
All,18291F,8,Cage 3-6,0.847,0,0
All,18291F,8,Tube 1:2,0.885,0,0
All,18291F,8,Tube 2:3,0.897,0,0
All,18291F,9,Cage 1-1,0.603,0,0
All,18291F,9,Cage 1-2,0.804,0,0
All,18291F,9,Cage 1-3,0.655,0,0
All,18291F,9,Cage 1-4,0.905,0,0
All,18291F,9,Cage 1-5,0.901,0,0
All,18291F,9,Cage 1-6,0.733,0,0
All,18291F,9,Cage 2-1,0.75,0,0
All,18291F,9,Cage 2-2,0.683,0,0
All,18291F,9,Cage 2-3,0.412,0,0
All,18291F,9,Cage 2-4,0.122,0,0
All,18291F,9,Cage 2-5,0.759,0,0
All,18291F,9,Cage 2-6,0.748,0,0
All,18291F,9,Cage 3-1,0.557,0,0
All,18291F,9,Cage 3-2,0.706,0,0
All,18291F,9,Cage 3-3,0.32,0,0
All,18291F,9,Cage 3-4,0.883,0,0
All,18291F,9,Cage 3-5,0.846,0,0
All,18291F,9,Cage 3-6,0.777,0,0
All,18291F,9,Tube 1:2,0.893,0,0
All,18291F,9,Tube 2:3,0.898,0,0
All,18291F,10,Cage 1-1,0.768,0,0
All,18291F,10,Cage 1-2,0.894,0,0
All,18291F,10,Cage 1-3,0.514,0,0
All,18291F,10,Cage 1-4,0.303,0,0
All,18291F,10,Cage 1-5,0.889,0,0
All,18291F,10,Cage 1-6,0.869,0,0
All,18291F,10,Cage 2-1,0.816,0,0
All,18291F,10,Cage 2-2,0.709,0,0
All,18291F,10,Cage 2-3,0.58,0,0
All,18291F,10,Cage 2-4,0.895,0,0
All,18291F,10,Cage 2-5,0.913,0,0
All,18291F,10,Cage 2-6,0.823,0,0
All,18291F,10,Cage 3-1,0.754,0,0.754
All,18291F,10,Cage 3-2,0.678,0,0.678
All,18291F,10,Cage 3-3,0.574,0,0.574
All,18291F,10,Cage 3-4,0.719,0,0.719
All,18291F,10,Cage 3-5,0.859,0,0.859
All,18291F,10,Cage 3-6,0.849,0,0.849
All,18291F,10,Tube 1:2,0.899,0,0
All,18291F,10,Tube 2:3,0.905,0,0.905
All,19231J,1,Cage 2-1,0.894,0.894,0
All,19231J,1,Cage 2-2,0.855,0.855,0
All,19231J,1,Cage 2-3,0.937,0.937,0
All,19231J,1,Cage 2-4,0.924,0.924,0
All,19231J,1,Cage 2-5,0.911,0.911,0
All,19231J,1,Cage 2-6,0.918,0.918,0
All,19231J,1,Tube 2:3,0,0,0
All,19231J,2,Cage 1-1,0.321,0,0
All,19231J,2,Cage 1-2,0.883,0,0
All,19231J,2,Cage 1-3,0.736,0,0
All,19231J,2,Cage 1-4,0.836,0,0
All,19231J,2,Cage 1-5,0.911,0,0
All,19231J,2,Cage 1-6,0.869,0,0
All,19231J,2,Cage 2-1,0.886,0,0
All,19231J,2,Cage 2-2,0.802,0,0
All,19231J,2,Cage 2-3,0.795,0,0
All,19231J,2,Cage 2-4,0.903,0,0
All,19231J,2,Cage 2-5,0.878,0,0
All,19231J,2,Cage 2-6,0.723,0,0
All,19231J,2,Cage 3-1,0.834,0,0
All,19231J,2,Cage 3-2,0.794,0,0
All,19231J,2,Cage 3-3,0.807,0,0
All,19231J,2,Cage 3-4,0.726,0,0
All,19231J,2,Cage 3-5,0.909,0,0
All,19231J,2,Cage 3-6,0.266,0,0
All,19231J,2,Tube 1:2,0.876,0,0
All,19231J,2,Tube 2:3,0.889,0,0
All,19231J,3,Cage 1-1,0.488,0,0
All,19231J,3,Cage 1-2,0.699,0,0
All,19231J,3,Cage 1-3,0.311,0,0
All,19231J,3,Cage 1-4,0.338,0,0
All,19231J,3,Cage 1-5,0.88,0,0
All,19231J,3,Cage 1-6,0.417,0,0
All,19231J,3,Cage 2-1,0.871,0,0
All,19231J,3,Cage 2-2,0.725,0,0
All,19231J,3,Cage 2-3,0.79,0,0
All,19231J,3,Cage 2-4,0.871,0,0
All,19231J,3,Cage 2-5,0.85,0,0
All,19231J,3,Cage 2-6,0.304,0,0
All,19231J,3,Cage 3-1,0.728,0,0
All,19231J,3,Cage 3-2,0.701,0,0
All,19231J,3,Cage 3-3,0.812,0,0
All,19231J,3,Cage 3-4,0.885,0,0
All,19231J,3,Cage 3-5,0.868,0,0
All,19231J,3,Cage 3-6,0.906,0,0
All,19231J,3,Tube 1:2,0.766,0,0
All,19231J,3,Tube 2:3,0.774,0,0
All,19231J,4,Cage 1-1,0.851,0,0
All,19231J,4,Cage 1-2,0.575,0,0
All,19231J,4,Cage 1-3,0.72,0,0
All,19231J,4,Cage 1-4,0.098,0,0
All,19231J,4,Cage 1-5,0.853,0,0
All,19231J,4,Cage 1-6,0.332,0,0
All,19231J,4,Cage 2-1,0.656,0,0
All,19231J,4,Cage 2-2,0.758,0,0
All,19231J,4,Cage 2-3,0.882,0,0
All,19231J,4,Cage 2-4,0.875,0,0
All,19231J,4,Cage 2-5,0.871,0,0
All,19231J,4,Cage 2-6,0.362,0,0
All,19231J,4,Cage 3-1,0.782,0,0
All,19231J,4,Cage 3-2,0.735,0,0
All,19231J,4,Cage 3-3,0.306,0,0
All,19231J,4,Cage 3-4,0.469,0,0
All,19231J,4,Cage 3-5,0.749,0,0
All,19231J,4,Cage 3-6,0.835,0,0
All,19231J,4,Tube 1:2,0.764,0,0
All,19231J,4,Tube 2:3,0.837,0,0
All,19231J,5,Cage 1-1,0.841,0,0
All,19231J,5,Cage 1-2,0.789,0,0
All,19231J,5,Cage 1-3,0.31,0,0
All,19231J,5,Cage 1-4,0.128,0,0
All,19231J,5,Cage 1-5,0.809,0,0
All,19231J,5,Cage 1-6,0.896,0,0
All,19231J,5,Cage 2-1,0.838,0,0
All,19231J,5,Cage 2-2,0.704,0,0
All,19231J,5,Cage 2-3,0.402,0,0
All,19231J,5,Cage 2-4,0.537,0,0
All,19231J,5,Cage 2-5,0.75,0,0
All,19231J,5,Cage 2-6,0.894,0,0
All,19231J,5,Cage 3-1,0.793,0,0
All,19231J,5,Cage 3-2,0.656,0,0
All,19231J,5,Cage 3-3,0.247,0,0
All,19231J,5,Cage 3-4,0.363,0,0
All,19231J,5,Cage 3-5,0.841,0,0
All,19231J,5,Cage 3-6,0.858,0,0
All,19231J,5,Tube 1:2,0.864,0,0
All,19231J,5,Tube 2:3,0.74,0,0
All,19231J,6,Cage 1-1,0.892,0,0
All,19231J,6,Cage 1-2,0.631,0,0
All,19231J,6,Cage 1-3,0.397,0,0
All,19231J,6,Cage 1-4,0.372,0,0
All,19231J,6,Cage 1-5,0.849,0,0
All,19231J,6,Cage 1-6,0.763,0,0
All,19231J,6,Cage 2-1,0.827,0,0
All,19231J,6,Cage 2-2,0.743,0,0
All,19231J,6,Cage 2-3,0.45,0,0
All,19231J,6,Cage 2-4,0.471,0,0
All,19231J,6,Cage 2-5,0.743,0,0
All,19231J,6,Cage 2-6,0.902,0,0
All,19231J,6,Cage 3-1,0.779,0,0
All,19231J,6,Cage 3-2,0.665,0,0
All,19231J,6,Cage 3-3,0.288,0,0
All,19231J,6,Cage 3-4,0.152,0,0
All,19231J,6,Cage 3-5,0.844,0,0
All,19231J,6,Cage 3-6,0.737,0,0
All,19231J,6,Tube 1:2,0.71,0,0
All,19231J,6,Tube 2:3,0.64,0,0
All,19231J,7,Cage 1-1,0.824,0,0
All,19231J,7,Cage 1-2,0.7,0,0
All,19231J,7,Cage 1-3,0.383,0,0
All,19231J,7,Cage 1-4,0.431,0,0
All,19231J,7,Cage 1-5,0.813,0,0
All,19231J,7,Cage 1-6,0.738,0,0
All,19231J,7,Cage 2-1,0.762,0,0
All,19231J,7,Cage 2-2,0.608,0,0
All,19231J,7,Cage 2-3,0.298,0,0
All,19231J,7,Cage 2-4,0.07,0,0
All,19231J,7,Cage 2-5,0.762,0,0
All,19231J,7,Cage 2-6,0.91,0,0
All,19231J,7,Cage 3-1,0.87,0,0.87
All,19231J,7,Cage 3-2,0.717,0,0.717
All,19231J,7,Cage 3-3,0.378,0,0.378
All,19231J,7,Cage 3-4,0.872,0,0.872
All,19231J,7,Cage 3-5,0.563,0,0.563
All,19231J,7,Cage 3-6,0.948,0,0.948
All,19231J,7,Tube 1:2,0.346,0,0
All,19231J,7,Tube 2:3,0.812,0,0
All,19231J,8,Cage 1-1,0.568,0,0
All,19231J,8,Cage 1-2,0.554,0,0
All,19231J,8,Cage 1-3,0.259,0,0
All,19231J,8,Cage 1-4,0.11,0,0
All,19231J,8,Cage 1-5,0.731,0,0.731
All,19231J,8,Cage 1-6,0.633,0,0.633
All,19231J,8,Cage 2-1,0.872,0,0
All,19231J,8,Cage 2-2,0.686,0,0
All,19231J,8,Cage 2-3,0.584,0,0
All,19231J,8,Cage 2-4,0.749,0,0
All,19231J,8,Cage 2-5,0.67,0,0
All,19231J,8,Cage 2-6,0.822,0,0
All,19231J,8,Cage 3-1,0.734,0,0
All,19231J,8,Cage 3-2,0.715,0,0
All,19231J,8,Cage 3-3,0.434,0,0
All,19231J,8,Cage 3-4,0.397,0,0
All,19231J,8,Cage 3-5,0.828,0,0
All,19231J,8,Cage 3-6,0.772,0,0
All,19231J,8,Tube 1:2,0.872,0,0
All,19231J,8,Tube 2:3,0.715,0,0
All,19231J,9,Cage 1-1,0.761,0,0
All,19231J,9,Cage 1-2,0.589,0,0
All,19231J,9,Cage 1-3,0.507,0,0
All,19231J,9,Cage 1-4,0.833,0,0
All,19231J,9,Cage 1-5,0.829,0,0
All,19231J,9,Cage 1-6,0.808,0,0
All,19231J,9,Cage 2-1,0.853,0,0
All,19231J,9,Cage 2-2,0.708,0,0
All,19231J,9,Cage 2-3,0.336,0,0
All,19231J,9,Cage 2-4,0.12,0,0
All,19231J,9,Cage 2-5,0.816,0,0
All,19231J,9,Cage 2-6,0.776,0,0
All,19231J,9,Cage 3-1,0.48,0,0.48
All,19231J,9,Cage 3-2,0.687,0,0.687
All,19231J,9,Cage 3-3,0.563,0,0.563
All,19231J,9,Cage 3-4,0.684,0,0.684
All,19231J,9,Cage 3-5,0.825,0,0.825
All,19231J,9,Cage 3-6,0.838,0,0.838
All,19231J,9,Tube 1:2,0.543,0,0
All,19231J,9,Tube 2:3,0.788,0,0
All,19231J,10,Cage 1-1,0.581,0,0
All,19231J,10,Cage 1-2,0.642,0,0
All,19231J,10,Cage 1-3,0.611,0,0
All,19231J,10,Cage 1-4,0.461,0,0
All,19231J,10,Cage 1-5,0.862,0,0
All,19231J,10,Cage 1-6,0.698,0,0
All,19231J,10,Cage 2-1,0.761,0,0
All,19231J,10,Cage 2-2,0.528,0,0
All,19231J,10,Cage 2-3,0.477,0,0
All,19231J,10,Cage 2-4,0.825,0,0
All,19231J,10,Cage 2-5,0.834,0,0
All,19231J,10,Cage 2-6,0.745,0,0
All,19231J,10,Cage 3-1,0.746,0,0
All,19231J,10,Cage 3-2,0.675,0,0
All,19231J,10,Cage 3-3,0.805,0,0.805
All,19231J,10,Cage 3-4,0.644,0,0.644
All,19231J,10,Cage 3-5,0.743,0,0.743
All,19231J,10,Cage 3-6,0.919,0,0.919
All,19231J,10,Tube 1:2,0.406,0,0
All,19231J,10,Tube 2:3,0.776,0,0
